id,name,type,traffic_volume,speed_limit,lanes,latitude,longitude
268,NEAR MARKET GUJRAT Pakistan #268,Residential,1087,80,4,32.5730725,74.1005044
269,VILLAGE LINK ROAD GUJRAT Pakistan #269,Residential,4153,80,6,32.5640348,74.0575465
270,JALALPUR JATTAN ROAD GUJRAT Pakistan #270,Arterial,908,60,1,32.6377717,74.1958929
271,NEAR SCHOOL ROAD GUJRAT Pakistan #271,Arterial,694,80,2,32.6377717,74.1958929
272,JALALPUR JATTAN ROAD GUJRAT Pakistan #272,Arterial,1122,80,4,32.5730725,74.1005044
273,JALALPUR JATTAN ROAD GUJRAT Pakistan #273,Residential,2127,30,3,32.5730725,74.1005044
274,CHOWK AREA GUJRAT Pakistan #274,Arterial,4140,30,5,32.5640348,74.0575465
275,NEAR BUS STOP GUJRAT Pakistan #275,Residential,2414,80,1,32.5730725,74.1005044
276,NEAR MARKET GUJRAT Pakistan #276,Arterial,4877,120,5,32.6377717,74.1958929
277,BHIMBER ROAD GUJRAT Pakistan #277,Highway,2444,30,1,32.5842125,74.1548242
278,SERVICE ROAD GUJRAT Pakistan #278,Residential,5080,100,6,32.6377717,74.1958929
279,NEAR MARKET GUJRAT Pakistan #279,Arterial,838,30,1,32.5615005,74.0806009
280,NEAR BUS STOP GUJRAT Pakistan #280,Residential,2026,40,3,32.5730725,74.1005044
281,NEAR SCHOOL ROAD GUJRAT Pakistan #281,Rural,4589,50,3,32.5730725,74.1005044
282,VILLAGE LINK ROAD GUJRAT Pakistan #282,Highway,3289,30,3,32.5679042,74.1517651
283,NEAR BUS STOP GUJRAT Pakistan #283,Highway,4972,30,5,32.5730725,74.1005044
284,BHIMBER ROAD GUJRAT Pakistan #284,Residential,846,100,4,32.5730725,74.1005044
285,VILLAGE LINK ROAD GUJRAT Pakistan #285,Rural,871,100,4,32.6377717,74.1958929
286,DINGA ROAD GUJRAT Pakistan #286,Residential,1553,40,1,32.5730725,74.1005044
287,BHIMBER ROAD GUJRAT Pakistan #287,Residential,3384,100,2,32.6377717,74.1958929
288,DINGA ROAD GUJRAT Pakistan #288,Residential,780,60,2,32.5730725,74.1005044
289,NEAR PSO PUMP GUJRAT Pakistan #289,Residential,2259,120,6,32.5640348,74.0575465
290,NEAR PSO PUMP GUJRAT Pakistan #290,Rural,1130,80,6,32.5730725,74.1005044
291,CHOWK AREA GUJRAT Pakistan #291,Residential,2260,100,2,32.5730725,74.1005044
292,GT ROAD GUJRAT Pakistan #292,Residential,4399,40,4,32.629583,74.079007
293,BHIMBER ROAD GUJRAT Pakistan #293,Arterial,4831,30,5,32.5730725,74.1005044
294,SERVICE ROAD GUJRAT Pakistan #294,Arterial,2106,30,4,32.5730725,74.1005044
295,NEAR MARKET GUJRAT Pakistan #295,Arterial,4931,100,2,32.5730725,74.1005044
296,BHIMBER ROAD GUJRAT Pakistan #296,Arterial,1812,120,4,32.5730725,74.1005044
297,GT ROAD GUJRAT Pakistan #297,Rural,1087,100,4,32.5730725,74.1005044
298,JALALPUR JATTAN ROAD GUJRAT Pakistan #298,Arterial,1503,120,3,32.5730725,74.1005044
299,NEAR SCHOOL ROAD GUJRAT Pakistan #299,Residential,3211,80,5,32.5730725,74.1005044
300,NEAR BUS STOP GUJRAT Pakistan #300,Residential,3690,50,4,32.5730725,74.1005044
301,JALALPUR JATTAN ROAD GUJRAT Pakistan #301,Residential,4701,40,4,32.6377717,74.1958929
302,NEAR MARKET GUJRAT Pakistan #302,Highway,4825,120,2,32.5730725,74.1005044
303,NEAR MARKET GUJRAT Pakistan #303,Rural,3269,60,5,32.5615005,74.0806009
304,CHOWK AREA GUJRAT Pakistan #304,Residential,2474,40,6,32.5615005,74.0806009
305,CHOWK AREA GUJRAT Pakistan #305,Arterial,3159,80,5,32.6377717,74.1958929
306,NEAR SCHOOL ROAD GUJRAT Pakistan #306,Highway,3181,80,3,32.5730725,74.1005044
307,CHOWK AREA GUJRAT Pakistan #307,Arterial,1420,60,1,32.5730725,74.1005044
308,CHOWK AREA GUJRAT Pakistan #308,Residential,3055,120,1,32.5615005,74.0806009
309,UNIVERSITY ROAD GUJRAT Pakistan #309,Arterial,733,50,5,32.5730725,74.1005044
310,DINGA ROAD GUJRAT Pakistan #310,Residential,4925,30,4,32.5730725,74.1005044
311,NEAR PSO PUMP GUJRAT Pakistan #311,Rural,2741,60,4,32.6377717,74.1958929
312,NEAR BUS STOP GUJRAT Pakistan #312,Residential,3796,50,1,32.629583,74.079007
313,JALALPUR JATTAN ROAD GUJRAT Pakistan #313,Arterial,2521,30,2,32.5730725,74.1005044
314,JALALPUR JATTAN ROAD GUJRAT Pakistan #314,Rural,4860,30,2,32.5730725,74.1005044
315,BHIMBER ROAD GUJRAT Pakistan #315,Arterial,1402,60,6,32.5640348,74.0575465
316,DINGA ROAD GUJRAT Pakistan #316,Residential,2265,40,1,32.5730725,74.1005044
317,JALALPUR JATTAN ROAD GUJRAT Pakistan #317,Rural,4627,100,6,32.5730725,74.1005044
318,BHIMBER ROAD GUJRAT Pakistan #318,Residential,2476,120,3,32.5730725,74.1005044
319,JALALPUR JATTAN ROAD GUJRAT Pakistan #319,Arterial,4258,120,2,32.5730725,74.1005044
320,UNIVERSITY ROAD GUJRAT Pakistan #320,Highway,2760,100,3,32.5730725,74.1005044
321,NEAR MARKET GUJRAT Pakistan #321,Residential,2766,50,3,32.5679042,74.1517651
322,SERVICE ROAD GUJRAT Pakistan #322,Residential,2145,40,6,32.5730725,74.1005044
323,UNIVERSITY ROAD GUJRAT Pakistan #323,Arterial,5040,100,2,32.5730725,74.1005044
324,UNIVERSITY ROAD GUJRAT Pakistan #324,Highway,1553,60,3,32.5730725,74.1005044
325,CHOWK AREA GUJRAT Pakistan #325,Arterial,2404,30,4,32.5615005,74.0806009
326,BHIMBER ROAD GUJRAT Pakistan #326,Residential,5194,100,4,32.5730725,74.1005044
327,NEAR PSO PUMP GUJRAT Pakistan #327,Residential,2388,80,1,32.5730725,74.1005044
328,CHOWK AREA GUJRAT Pakistan #328,Arterial,1463,60,5,32.5730725,74.1005044
329,SERVICE ROAD GUJRAT Pakistan #329,Arterial,4752,100,6,32.5730725,74.1005044
330,NEAR BUS STOP GUJRAT Pakistan #330,Arterial,2491,40,3,32.5730725,74.1005044
331,SERVICE ROAD GUJRAT Pakistan #331,Residential,3930,100,5,32.5730725,74.1005044
332,DINGA ROAD GUJRAT Pakistan #332,Residential,2191,100,3,32.5730725,74.1005044
333,UNIVERSITY ROAD GUJRAT Pakistan #333,Highway,3080,60,4,32.6377717,74.1958929
334,JALALPUR JATTAN ROAD GUJRAT Pakistan #334,Residential,2499,100,1,32.5730725,74.1005044
335,NEAR SCHOOL ROAD GUJRAT Pakistan #335,Rural,2775,40,2,32.5730725,74.1005044
336,GT ROAD GUJRAT Pakistan #336,Residential,1558,120,1,32.6377717,74.1958929
337,JALALPUR JATTAN ROAD GUJRAT Pakistan #337,Residential,4638,40,3,32.5730725,74.1005044
338,DINGA ROAD GUJRAT Pakistan #338,Residential,4880,40,4,32.5730725,74.1005044
339,NEAR BUS STOP GUJRAT Pakistan #339,Arterial,1968,60,3,32.5730725,74.1005044
340,NEAR MARKET GUJRAT Pakistan #340,Arterial,4755,60,2,32.5730725,74.1005044
341,NEAR PSO PUMP GUJRAT Pakistan #341,Highway,1209,100,2,32.5730725,74.1005044
342,CHOWK AREA GUJRAT Pakistan #342,Arterial,2919,30,6,32.5679042,74.1517651
343,NEAR PSO PUMP GUJRAT Pakistan #343,Residential,4693,30,3,32.5730725,74.1005044
344,NEAR SCHOOL ROAD GUJRAT Pakistan #344,Residential,3134,40,6,32.5730725,74.1005044
345,DINGA ROAD GUJRAT Pakistan #345,Rural,4421,60,2,32.5615005,74.0806009
346,DINGA ROAD GUJRAT Pakistan #346,Residential,3524,100,4,32.6377717,74.1958929
347,NEAR PSO PUMP GUJRAT Pakistan #347,Residential,4025,40,4,32.5730725,74.1005044
348,GT ROAD GUJRAT Pakistan #348,Highway,2024,120,4,32.629583,74.079007
349,UNIVERSITY ROAD GUJRAT Pakistan #349,Residential,3326,30,3,32.5730725,74.1005044
350,NEAR SCHOOL ROAD GUJRAT Pakistan #350,Residential,3952,40,5,32.5730725,74.1005044
351,UNIVERSITY ROAD GUJRAT Pakistan #351,Residential,4395,50,5,32.5842125,74.1548242
352,NEAR SCHOOL ROAD GUJRAT Pakistan #352,Residential,3152,120,3,32.5730725,74.1005044
353,NEAR BUS STOP GUJRAT Pakistan #353,Rural,902,80,6,32.5640348,74.0575465
354,SERVICE ROAD GUJRAT Pakistan #354,Residential,4654,80,1,32.5679042,74.1517651
355,DINGA ROAD GUJRAT Pakistan #355,Arterial,2510,40,4,32.5730725,74.1005044
356,NEAR SCHOOL ROAD GUJRAT Pakistan #356,Residential,3519,60,6,32.5730725,74.1005044
357,GT ROAD GUJRAT Pakistan #357,Rural,4621,100,2,32.5730725,74.1005044
358,NEAR SCHOOL ROAD GUJRAT Pakistan #358,Residential,5142,30,6,32.5730725,74.1005044
359,NEAR SCHOOL ROAD GUJRAT Pakistan #359,Arterial,2313,100,4,32.5730725,74.1005044
360,VILLAGE LINK ROAD GUJRAT Pakistan #360,Rural,4952,60,5,32.629583,74.079007
361,UNIVERSITY ROAD GUJRAT Pakistan #361,Residential,4843,120,3,32.5730725,74.1005044
362,DINGA ROAD GUJRAT Pakistan #362,Arterial,3795,120,1,32.6377717,74.1958929
363,VILLAGE LINK ROAD GUJRAT Pakistan #363,Rural,4117,30,1,32.5730725,74.1005044
364,VILLAGE LINK ROAD GUJRAT Pakistan #364,Highway,4989,30,4,32.5730725,74.1005044
365,NEAR SCHOOL ROAD GUJRAT Pakistan #365,Residential,4032,50,2,32.5730725,74.1005044
366,DINGA ROAD GUJRAT Pakistan #366,Residential,4672,120,1,32.6377717,74.1958929
367,SERVICE ROAD GUJRAT Pakistan #367,Residential,4765,60,1,32.5730725,74.1005044
368,SERVICE ROAD GUJRAT Pakistan #368,Rural,2649,100,3,32.5730725,74.1005044
369,GT ROAD GUJRAT Pakistan #369,Rural,3395,80,6,32.6377717,74.1958929
370,NEAR SCHOOL ROAD GUJRAT Pakistan #370,Highway,3170,50,4,32.5615005,74.0806009
371,UNIVERSITY ROAD GUJRAT Pakistan #371,Residential,2905,40,3,32.5640348,74.0575465
372,GT ROAD GUJRAT Pakistan #372,Residential,3263,50,3,32.5730725,74.1005044
373,NEAR PSO PUMP GUJRAT Pakistan #373,Rural,2524,50,1,32.5730725,74.1005044
374,NEAR MARKET GUJRAT Pakistan #374,Residential,2438,120,4,32.5730725,74.1005044
375,NEAR MARKET GUJRAT Pakistan #375,Highway,3726,50,6,32.5730725,74.1005044
376,NEAR SCHOOL ROAD GUJRAT Pakistan #376,Highway,4593,40,4,32.5730725,74.1005044
377,NEAR PSO PUMP GUJRAT Pakistan #377,Arterial,4605,30,2,32.5730725,74.1005044
378,NEAR SCHOOL ROAD GUJRAT Pakistan #378,Highway,4905,120,4,32.5730725,74.1005044
379,BHIMBER ROAD GUJRAT Pakistan #379,Arterial,4893,100,5,32.5730725,74.1005044
380,SERVICE ROAD GUJRAT Pakistan #380,Residential,3531,40,5,32.5730725,74.1005044
381,GT ROAD GUJRAT Pakistan #381,Residential,3116,100,2,32.5730725,74.1005044
382,NEAR MARKET GUJRAT Pakistan #382,Arterial,1185,40,4,32.5730725,74.1005044
383,CHOWK AREA GUJRAT Pakistan #383,Residential,1194,50,5,32.6377717,74.1958929
384,DINGA ROAD GUJRAT Pakistan #384,Arterial,923,40,3,32.5730725,74.1005044
385,BHIMBER ROAD GUJRAT Pakistan #385,Rural,2860,40,1,32.5730725,74.1005044
386,NEAR PSO PUMP GUJRAT Pakistan #386,Rural,4390,30,6,32.5730725,74.1005044
387,JALALPUR JATTAN ROAD GUJRAT Pakistan #387,Arterial,2273,40,2,32.5730725,74.1005044
388,SERVICE ROAD GUJRAT Pakistan #388,Highway,3553,30,4,32.5730725,74.1005044
389,NEAR BUS STOP GUJRAT Pakistan #389,Residential,2597,50,6,32.5640348,74.0575465
390,SERVICE ROAD GUJRAT Pakistan #390,Residential,1071,80,1,32.5730725,74.1005044
391,NEAR PSO PUMP GUJRAT Pakistan #391,Arterial,2112,30,2,32.5730725,74.1005044
392,UNIVERSITY ROAD GUJRAT Pakistan #392,Highway,2620,50,6,32.5615005,74.0806009
393,NEAR MARKET GUJRAT Pakistan #393,Highway,1738,120,6,32.5730725,74.1005044
394,UNIVERSITY ROAD GUJRAT Pakistan #394,Rural,2651,60,1,32.5730725,74.1005044
395,DINGA ROAD GUJRAT Pakistan #395,Arterial,1847,100,2,32.6377717,74.1958929
396,NEAR PSO PUMP GUJRAT Pakistan #396,Arterial,2959,40,5,32.5615005,74.0806009
397,NEAR BUS STOP GUJRAT Pakistan #397,Residential,3561,120,2,32.5730725,74.1005044
398,SERVICE ROAD GUJRAT Pakistan #398,Residential,1163,40,1,32.5615005,74.0806009
399,NEAR SCHOOL ROAD GUJRAT Pakistan #399,Rural,4468,100,4,32.5730725,74.1005044
400,VILLAGE LINK ROAD GUJRAT Pakistan #400,Residential,929,30,1,32.5730725,74.1005044
401,BHIMBER ROAD GUJRAT Pakistan #401,Arterial,3059,50,2,32.5730725,74.1005044
402,VILLAGE LINK ROAD GUJRAT Pakistan #402,Rural,4430,120,5,32.5730725,74.1005044
403,BHIMBER ROAD GUJRAT Pakistan #403,Highway,2226,80,3,32.5730725,74.1005044
404,UNIVERSITY ROAD GUJRAT Pakistan #404,Arterial,1078,30,3,32.5730725,74.1005044
405,SERVICE ROAD GUJRAT Pakistan #405,Residential,2946,40,6,32.5730725,74.1005044
406,SERVICE ROAD GUJRAT Pakistan #406,Arterial,2868,100,3,32.5730725,74.1005044
407,VILLAGE LINK ROAD GUJRAT Pakistan #407,Highway,1803,30,5,32.5730725,74.1005044
408,NEAR BUS STOP GUJRAT Pakistan #408,Residential,1341,80,1,32.629583,74.079007
409,NEAR PSO PUMP GUJRAT Pakistan #409,Residential,2867,30,1,32.5730725,74.1005044
410,NEAR BUS STOP GUJRAT Pakistan #410,Rural,2321,120,5,32.5730725,74.1005044
411,BHIMBER ROAD GUJRAT Pakistan #411,Arterial,768,120,2,32.5730725,74.1005044
412,NEAR MARKET GUJRAT Pakistan #412,Arterial,715,100,1,32.5730725,74.1005044
413,NEAR MARKET GUJRAT Pakistan #413,Residential,3776,40,6,32.5730725,74.1005044
414,NEAR SCHOOL ROAD GUJRAT Pakistan #414,Arterial,3288,40,6,32.5730725,74.1005044
415,CHOWK AREA GUJRAT Pakistan #415,Arterial,3207,40,1,32.5730725,74.1005044
416,JALALPUR JATTAN ROAD GUJRAT Pakistan #416,Highway,1596,100,4,32.5730725,74.1005044
417,NEAR MARKET GUJRAT Pakistan #417,Highway,1464,120,3,32.5730725,74.1005044
418,NEAR BUS STOP GUJRAT Pakistan #418,Rural,2350,120,5,32.5730725,74.1005044
419,DINGA ROAD GUJRAT Pakistan #419,Highway,1691,80,4,32.5730725,74.1005044
420,NEAR SCHOOL ROAD GUJRAT Pakistan #420,Residential,4483,80,6,32.5730725,74.1005044
421,VILLAGE LINK ROAD GUJRAT Pakistan #421,Rural,2945,50,2,32.5730725,74.1005044
422,DINGA ROAD GUJRAT Pakistan #422,Rural,2966,120,4,32.5730725,74.1005044
423,VILLAGE LINK ROAD GUJRAT Pakistan #423,Highway,2826,100,4,32.5730725,74.1005044
424,DINGA ROAD GUJRAT Pakistan #424,Arterial,686,50,2,32.6377717,74.1958929
425,SERVICE ROAD GUJRAT Pakistan #425,Rural,2518,100,2,32.5730725,74.1005044
426,NEAR BUS STOP GUJRAT Pakistan #426,Arterial,3237,60,4,32.5842125,74.1548242
427,NEAR SCHOOL ROAD GUJRAT Pakistan #427,Arterial,2100,100,5,32.5615005,74.0806009
428,NEAR PSO PUMP GUJRAT Pakistan #428,Residential,4465,60,6,32.6377717,74.1958929
429,SERVICE ROAD GUJRAT Pakistan #429,Highway,2043,60,4,32.5730725,74.1005044
430,SERVICE ROAD GUJRAT Pakistan #430,Residential,2704,100,1,32.5730725,74.1005044
431,NEAR PSO PUMP GUJRAT Pakistan #431,Residential,1018,120,4,32.5730725,74.1005044
432,GT ROAD GUJRAT Pakistan #432,Rural,2966,100,3,32.5730725,74.1005044
433,NEAR SCHOOL ROAD GUJRAT Pakistan #433,Rural,3219,40,4,32.5730725,74.1005044
434,NEAR PSO PUMP GUJRAT Pakistan #434,Arterial,3483,120,2,32.5615005,74.0806009
435,NEAR BUS STOP GUJRAT Pakistan #435,Rural,1572,120,1,32.5730725,74.1005044
436,JALALPUR JATTAN ROAD GUJRAT Pakistan #436,Arterial,4258,100,3,32.5615005,74.0806009
437,CHOWK AREA GUJRAT Pakistan #437,Residential,1144,40,3,32.5842125,74.1548242
438,UNIVERSITY ROAD GUJRAT Pakistan #438,Highway,1357,120,1,32.5842125,74.1548242
439,JALALPUR JATTAN ROAD GUJRAT Pakistan #439,Highway,4963,80,1,32.5730725,74.1005044
440,BHIMBER ROAD GUJRAT Pakistan #440,Rural,1003,40,2,32.5730725,74.1005044
441,GT ROAD GUJRAT Pakistan #441,Residential,4655,80,2,32.5730725,74.1005044
442,NEAR PSO PUMP GUJRAT Pakistan #442,Arterial,1689,80,4,32.5730725,74.1005044
443,NEAR SCHOOL ROAD GUJRAT Pakistan #443,Arterial,1420,100,1,32.5730725,74.1005044
444,NEAR MARKET GUJRAT Pakistan #444,Rural,3755,60,2,32.5615005,74.0806009
445,BHIMBER ROAD GUJRAT Pakistan #445,Residential,3027,40,3,32.6377717,74.1958929
446,GT ROAD GUJRAT Pakistan #446,Arterial,2030,80,4,32.5615005,74.0806009
447,DINGA ROAD GUJRAT Pakistan #447,Residential,2051,100,5,32.5730725,74.1005044
448,NEAR SCHOOL ROAD GUJRAT Pakistan #448,Residential,2386,80,4,32.5730725,74.1005044
449,SERVICE ROAD GUJRAT Pakistan #449,Arterial,4523,120,6,32.5730725,74.1005044
450,JALALPUR JATTAN ROAD GUJRAT Pakistan #450,Residential,3252,40,4,32.5730725,74.1005044
451,NEAR MARKET GUJRAT Pakistan #451,Highway,2353,40,2,32.5730725,74.1005044
452,DINGA ROAD GUJRAT Pakistan #452,Arterial,1886,100,1,32.5730725,74.1005044
453,VILLAGE LINK ROAD GUJRAT Pakistan #453,Rural,4799,50,6,32.5730725,74.1005044
454,CHOWK AREA GUJRAT Pakistan #454,Residential,988,120,3,32.5679042,74.1517651
455,NEAR BUS STOP GUJRAT Pakistan #455,Arterial,3358,100,3,32.5730725,74.1005044
456,SERVICE ROAD GUJRAT Pakistan #456,Highway,4711,80,4,32.5730725,74.1005044
457,BHIMBER ROAD GUJRAT Pakistan #457,Residential,1337,120,5,32.5730725,74.1005044
458,CHOWK AREA GUJRAT Pakistan #458,Rural,3882,100,1,32.5730725,74.1005044
459,UNIVERSITY ROAD GUJRAT Pakistan #459,Rural,5016,50,1,32.5730725,74.1005044
460,NEAR PSO PUMP GUJRAT Pakistan #460,Rural,875,60,2,32.5730725,74.1005044
461,NEAR PSO PUMP GUJRAT Pakistan #461,Arterial,3171,60,3,32.5730725,74.1005044
462,DINGA ROAD GUJRAT Pakistan #462,Residential,2553,50,6,32.5730725,74.1005044
463,GT ROAD GUJRAT Pakistan #463,Highway,3476,80,5,32.5730725,74.1005044
464,BHIMBER ROAD GUJRAT Pakistan #464,Rural,3007,50,1,32.5730725,74.1005044
465,BHIMBER ROAD GUJRAT Pakistan #465,Highway,727,100,5,32.5730725,74.1005044
466,NEAR PSO PUMP GUJRAT Pakistan #466,Residential,2903,60,5,32.5730725,74.1005044
467,NEAR MARKET GUJRAT Pakistan #467,Arterial,1109,30,2,32.5615005,74.0806009
468,BHIMBER ROAD GUJRAT Pakistan #468,Residential,4016,100,4,32.5730725,74.1005044
469,NEAR BUS STOP GUJRAT Pakistan #469,Residential,823,120,1,32.5842125,74.1548242
470,JALALPUR JATTAN ROAD GUJRAT Pakistan #470,Residential,2135,60,1,32.5640348,74.0575465
471,UNIVERSITY ROAD GUJRAT Pakistan #471,Residential,2553,100,2,32.5730725,74.1005044
472,CHOWK AREA GUJRAT Pakistan #472,Residential,2504,120,4,32.5730725,74.1005044
473,NEAR BUS STOP GUJRAT Pakistan #473,Residential,1883,100,3,32.5679042,74.1517651
474,VILLAGE LINK ROAD GUJRAT Pakistan #474,Residential,4326,80,2,32.5730725,74.1005044
475,NEAR MARKET GUJRAT Pakistan #475,Residential,2438,80,5,32.5615005,74.0806009
476,BHIMBER ROAD GUJRAT Pakistan #476,Arterial,3475,120,2,32.5730725,74.1005044
477,UNIVERSITY ROAD GUJRAT Pakistan #477,Arterial,2055,100,3,32.5730725,74.1005044
478,CHOWK AREA GUJRAT Pakistan #478,Highway,4632,100,5,32.5730725,74.1005044
479,DINGA ROAD GUJRAT Pakistan #479,Highway,1139,50,2,32.5615005,74.0806009
480,NEAR SCHOOL ROAD GUJRAT Pakistan #480,Arterial,897,40,2,32.5730725,74.1005044
481,SERVICE ROAD GUJRAT Pakistan #481,Residential,3914,120,5,32.5730725,74.1005044
482,VILLAGE LINK ROAD GUJRAT Pakistan #482,Rural,5050,30,5,32.5730725,74.1005044
483,NEAR PSO PUMP GUJRAT Pakistan #483,Residential,3732,120,1,32.5730725,74.1005044
484,CHOWK AREA GUJRAT Pakistan #484,Residential,3890,120,1,32.6377717,74.1958929
485,UNIVERSITY ROAD GUJRAT Pakistan #485,Arterial,2315,50,4,32.5730725,74.1005044
486,GT ROAD GUJRAT Pakistan #486,Highway,808,40,6,32.6377717,74.1958929
487,GT ROAD GUJRAT Pakistan #487,Residential,1607,120,4,32.5730725,74.1005044
488,CHOWK AREA GUJRAT Pakistan #488,Arterial,790,120,3,32.5730725,74.1005044
489,NEAR SCHOOL ROAD GUJRAT Pakistan #489,Residential,3590,30,3,32.5730725,74.1005044
490,NEAR SCHOOL ROAD GUJRAT Pakistan #490,Highway,4775,80,2,32.629583,74.079007
491,NEAR MARKET GUJRAT Pakistan #491,Rural,4092,120,4,32.5730725,74.1005044
492,NEAR BUS STOP GUJRAT Pakistan #492,Arterial,1930,50,1,32.5730725,74.1005044
493,NEAR BUS STOP GUJRAT Pakistan #493,Rural,2344,50,5,32.5730725,74.1005044
494,DINGA ROAD GUJRAT Pakistan #494,Rural,4704,80,1,32.5730725,74.1005044
495,DINGA ROAD GUJRAT Pakistan #495,Rural,1883,120,5,32.5730725,74.1005044
496,JALALPUR JATTAN ROAD GUJRAT Pakistan #496,Arterial,1278,80,5,32.5730725,74.1005044
497,SERVICE ROAD GUJRAT Pakistan #497,Rural,1289,40,1,32.5730725,74.1005044
498,NEAR SCHOOL ROAD GUJRAT Pakistan #498,Arterial,903,40,4,32.5640348,74.0575465
499,GT ROAD GUJRAT Pakistan #499,Residential,2573,50,2,32.5730725,74.1005044
500,NEAR SCHOOL ROAD GUJRAT Pakistan #500,Rural,3267,30,3,32.5730725,74.1005044
501,BHIMBER ROAD GUJRAT Pakistan #501,Highway,5068,120,3,32.6377717,74.1958929
502,NEAR MARKET GUJRAT Pakistan #502,Highway,4605,100,4,32.5730725,74.1005044
503,NEAR MARKET GUJRAT Pakistan #503,Highway,4470,40,4,32.6377717,74.1958929
504,SERVICE ROAD GUJRAT Pakistan #504,Highway,1422,60,5,32.5730725,74.1005044
505,NEAR PSO PUMP GUJRAT Pakistan #505,Arterial,3774,60,4,32.5730725,74.1005044
506,DINGA ROAD GUJRAT Pakistan #506,Arterial,2344,100,1,32.5730725,74.1005044
507,JALALPUR JATTAN ROAD GUJRAT Pakistan #507,Residential,4490,100,4,32.5730725,74.1005044
508,GT ROAD GUJRAT Pakistan #508,Arterial,4659,60,3,32.5730725,74.1005044
509,GT ROAD GUJRAT Pakistan #509,Residential,4315,60,4,32.5730725,74.1005044
510,VILLAGE LINK ROAD GUJRAT Pakistan #510,Arterial,3260,100,4,32.6377717,74.1958929
511,NEAR PSO PUMP GUJRAT Pakistan #511,Highway,4654,80,5,32.5730725,74.1005044
512,VILLAGE LINK ROAD GUJRAT Pakistan #512,Residential,4241,50,1,32.5730725,74.1005044
513,NEAR PSO PUMP GUJRAT Pakistan #513,Residential,4486,50,5,32.5730725,74.1005044
514,GT ROAD GUJRAT Pakistan #514,Arterial,3030,80,5,32.5615005,74.0806009
515,NEAR BUS STOP GUJRAT Pakistan #515,Residential,3395,80,5,32.5730725,74.1005044
516,SERVICE ROAD GUJRAT Pakistan #516,Residential,3114,40,3,32.6377717,74.1958929
517,VILLAGE LINK ROAD GUJRAT Pakistan #517,Residential,1945,120,6,32.5730725,74.1005044
518,JALALPUR JATTAN ROAD GUJRAT Pakistan #518,Arterial,4541,100,5,32.5730725,74.1005044
519,DINGA ROAD GUJRAT Pakistan #519,Arterial,4537,60,5,32.5640348,74.0575465
520,SERVICE ROAD GUJRAT Pakistan #520,Highway,1234,120,5,32.5730725,74.1005044
521,NEAR MARKET GUJRAT Pakistan #521,Residential,3099,60,6,32.5730725,74.1005044
522,VILLAGE LINK ROAD GUJRAT Pakistan #522,Residential,2960,80,1,32.5730725,74.1005044
523,SERVICE ROAD GUJRAT Pakistan #523,Arterial,3888,60,6,32.5730725,74.1005044
524,JALALPUR JATTAN ROAD GUJRAT Pakistan #524,Arterial,4212,50,5,32.5730725,74.1005044
525,VILLAGE LINK ROAD GUJRAT Pakistan #525,Residential,2488,80,4,32.5730725,74.1005044
526,UNIVERSITY ROAD GUJRAT Pakistan #526,Rural,4830,40,5,32.6377717,74.1958929
527,SERVICE ROAD GUJRAT Pakistan #527,Residential,3243,40,1,32.5640348,74.0575465
528,NEAR SCHOOL ROAD GUJRAT Pakistan #528,Residential,1410,60,2,32.629583,74.079007
529,GT ROAD GUJRAT Pakistan #529,Arterial,4712,80,4,32.5730725,74.1005044
530,VILLAGE LINK ROAD GUJRAT Pakistan #530,Residential,1851,40,4,32.5730725,74.1005044
531,GT ROAD GUJRAT Pakistan #531,Residential,4483,100,3,32.5730725,74.1005044
532,GT ROAD GUJRAT Pakistan #532,Residential,1157,120,1,32.5730725,74.1005044
533,JALALPUR JATTAN ROAD GUJRAT Pakistan #533,Arterial,2391,40,2,32.5730725,74.1005044
534,GT ROAD GUJRAT Pakistan #534,Residential,1206,40,6,32.5640348,74.0575465
535,SERVICE ROAD GUJRAT Pakistan #535,Residential,2088,50,2,32.5730725,74.1005044
536,GT ROAD GUJRAT Pakistan #536,Rural,787,40,5,32.6377717,74.1958929
537,GT ROAD GUJRAT Pakistan #537,Arterial,3420,100,4,32.5730725,74.1005044
538,BHIMBER ROAD GUJRAT Pakistan #538,Arterial,1414,120,1,32.5730725,74.1005044
539,GT ROAD GUJRAT Pakistan #539,Highway,3336,60,4,32.5730725,74.1005044
540,NEAR MARKET GUJRAT Pakistan #540,Residential,2477,100,2,32.5730725,74.1005044
541,BHIMBER ROAD GUJRAT Pakistan #541,Residential,1786,40,4,32.5730725,74.1005044
542,CHOWK AREA GUJRAT Pakistan #542,Rural,4885,60,2,32.6377717,74.1958929
543,BHIMBER ROAD GUJRAT Pakistan #543,Highway,4865,60,5,32.5615005,74.0806009
544,VILLAGE LINK ROAD GUJRAT Pakistan #544,Highway,750,50,4,32.5730725,74.1005044
545,DINGA ROAD GUJRAT Pakistan #545,Arterial,4750,60,5,32.5730725,74.1005044
546,UNIVERSITY ROAD GUJRAT Pakistan #546,Arterial,3913,120,1,32.5730725,74.1005044
547,GT ROAD GUJRAT Pakistan #547,Highway,1503,60,6,32.5615005,74.0806009
548,UNIVERSITY ROAD GUJRAT Pakistan #548,Highway,4328,100,2,32.5730725,74.1005044
549,CHOWK AREA GUJRAT Pakistan #549,Residential,4006,30,6,32.5730725,74.1005044
